#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
180,Tajikistan,"17,786",,125 ,,"17,264",,397,,"1,783",13,,,"9,974,630 ",Asia,"56179,797",,,40
181,South Sudan,"17,733",,138 ,,"15,630",,"1,965",1,"1,547",12,"410,280","35,797","11,461,436 ",Africa,"64683,05428",,,171
182,Bermuda,"16,722",,141 ,,"16,201",,380,,"270,543","2,281","958,749","15,511,479","61,809 ",North America,44380,,,"6,148"
183,Equatorial Guinea,"16,621",,183 ,,"16,015",,423,5,"11,103",122,"350,919","234,414","1,497,006 ",Africa,"908,1804",,,283
184,Djibouti,"15,690",,189 ,,"15,427",,74,,"15,423",186,"305,941","300,736","1,017,309 ",Africa,"655,3833",,,73
185,Samoa,"15,178",,29 ,,"1,605",,"13,544",4,"75,474",144,"170,551","848,078","201,103 ",Australia/Oceania,"136,9351",,,"67,349"
186,Dominica,"14,852",,68 ,,"14,554",,230,,"205,277",940,"210,195","2,905,212","72,351 ",North America,"51,0640",,,"3,179"
187,CAR,"14,712",,113 ,,"6,859",,"7,740",2,"2,942",23,"81,294","16,255","5,001,066 ",Africa,"34044,25762",,,"1,548"
188,Monaco,"13,739",,57 ,,"13,372",,310,4,"345,123","1,432","77,770","1,953,578","39,809 ",Europe,36981,,,"7,787"
189,Tonga,"12,439",,12 ,,"12,283",,144,,"115,028",111,"535,009","4,947,420","108,139 ",Australia/Oceania,"99,0120",,,"1,332"
190,Gambia,"12,009",,365 ,,"11,591",,53,,"4,700",143,"155,686","60,930","2,555,158 ",Africa,"2137,00016",,,21
191,Greenland,"11,971",,21 ,,"2,761",,"9,189",4,"210,124",369,"164,926","2,894,911","56,971 ",North America,"52,7130",,,"161,293"
192,Yemen,"11,848",,"2,149 ",,"9,108",,591,23,380,69,"265,253","8,511","31,165,946 ",Asia,"2,63014,503117",,,19
193,Vanuatu,"11,723",,14 ,,"11,672",,37,,"36,431",44,"24,976","77,617","321,786 ",Australia/Oceania,"2722,98513",,,115
194,Saint Martin,"11,224",,63 ,,"1,399",,"9,762",7,"280,523","1,575","112,382","2,808,778","40,011 ",North America,46350,,,"243,983"
195,Sint Maarten,"10,656",,87 ,,"10,524",,45,10,"242,905","1,983","62,056","1,414,575","43,869 ",North America,45041,,,"1,026"
196,Caribbean Netherlands,"10,567",,35 ,,"10,424",,108,,"395,472","1,310","30,126","1,127,470","26,720 ",North America,37631,,,"4,042"
197,Eritrea,"9,882",,103 ,,"9,711",,68,,"2,710",28,"23,693","6,497","3,646,547 ",Africa,"36935,403154",,,19
198,Niger,"9,096",,311 ,,"8,628",,157,1,350,12,"254,538","9,792","25,994,039 ",Africa,"2,85883,582102",,,6
199,Antigua and Barbuda,"8,712",,144 ,,"8,543",,25,1,"87,485","1,446","18,901","189,801","99,583 ",North America,116925,,,251
200,Guinea-Bissau,"8,400",,171 ,,"8,151",,78,6,"4,072",83,"145,231","70,402","2,062,882 ",Africa,"24612,06414",,,38
201,Comoros,"8,209",,160 ,,"7,933",,116,,"9,047",176,,,"907,388 ",Africa,"1115,671",,,128
202,Sierra Leone,"7,722",,125 ,,N/A,N/A,N/A,,929,15,"259,958","31,290","8,307,892 ",Africa,"1,07666,46332",,,334
203,Liberia,"7,504",,294 ,,"5,747",,"1,463",2,"1,416",55,"139,824","26,381","5,300,167 ",Africa,"70618,02838",,,276
204,Chad,"7,430",,193 ,,"4,874",,"2,363",,427,11,"191,341","11,005","17,387,307 ",Africa,"2,34090,09091",,,136
205,British Virgin Islands,"7,131",,63 ,,N/A,N/A,N/A,1,"232,727","2,056","105,790","3,452,564","30,641 ",North America,44860,,,783
206,St. Vincent Grenadines,"7,040",,115 ,,"6,641",,284,,"63,049","1,030","100,341","898,638","111,659 ",North America,169711,,,"2,543"
207,Nauru,"6,960",,1 ,,"3,391",,"3,568",,"634,863",91,"14,517","1,324,181","10,963 ",Australia/Oceania,"210,9631",,,"325,458"
208,Saint Kitts and Nevis,"6,383",,45 ,,"6,228",,110,,"118,276",834,"108,021","2,001,612","53,967 ",North America,"81,1990",,,"2,038"
209,Turks and Caicos,"6,255",,36 ,,"6,144",,75,4,"157,220",905,"548,537","13,787,533","39,785 ",North America,"61,1050",,,"1,885"
210,Sao Tome and Principe,"6,087",,74 ,,"5,997",,16,,"26,761",325,"29,036","127,653","227,461 ",Africa,"373,0748",,,70
211,Cook Islands,"5,831",,1 ,,"5,807",,23,,"331,363",57,"19,690","1,118,941","17,597 ",Australia/Oceania,"317,5971",,,"1,307"
212,Palau,"5,308",,6 ,,"5,166",,136,1,"290,531",328,"62,774","3,435,906","18,270 ",Australia/Oceania,"33,0450",,,"7,444"
213,St. Barth,"4,845",,6 ,,N/A,N/A,N/A,,"487,523",604,"78,646","7,913,665","9,938 ",North America,"21,6560",,,"440,431"
214,Anguilla,"3,535",,9 ,,"3,514",,12,4,"231,409",589,"51,382","3,363,577","15,276 ",North America,"41,6970",,,786
215,Kiribati,"3,236",,13 ,,"2,665",,558,3,"26,269",106,,,"123,187 ",Australia/Oceania,"389,476",,,"4,530"
216,Saint Pierre Miquelon,"2,970",,1 ,,"2,449",,520,1,"517,782",174,"24,521","4,274,930","5,736 ",North America,"25,7360",,,"90,656"
217,Falkland Islands,"1,831",, ,,N/A,N/A,N/A,,"496,610",,"8,632","2,341,199","3,687 ",South America,20,,,"462,978"
218,Montserrat,"1,025",,8 ,,"1,015",,2,,"205,082","1,601","14,243","2,849,740","4,998 ",North America,56250,,,400
219,Macao,756,,5 ,,239,,512,,"1,133",7,"7,747","11,608","667,392 ",Asia,"883133,47886",,,767
220,Diamond Princess,712,,13 ,,699,,0,,,,,, ,,,,,
221,Wallis and Futuna,456,,7 ,,438,,11,,"42,074",646,"20,508","1,892,231","10,838 ",Australia/Oceania,"241,5481",,,"1,015"
222,Marshall Islands,49,, ,,18,,31,,817,,,,"60,005 ",Australia/Oceania,"1,225",,,517
223,Micronesia,38,, ,,33,,5,,323,,"21,923","186,606","117,483 ",Australia/Oceania,"3,0925",,,43
224,Vatican City,29,, ,,29,,0,,"36,025",,,,805 ,Europe,28,,,
225,Niue,29,, ,,23,,6,,"17,597",,,,"1,648 ",Australia/Oceania,57,,,"3,641"
226,Western Sahara,10,,1 ,,9,,0,,16,2,,,"627,297 ",Africa,"62,730627,297",,,
227,MS Zaandam,9,,2 ,,7,,0,,,,,, ,,,,,
228,Tuvalu,3,, ,,,,3,,248,,,,"12,089 ",Australia/Oceania,"4,030",,,248
229,Saint Helena,2,, ,,2,,0,,327,,,,"6,114 ",Africa,"3,057",,,
230,China,"227,830",+237,"5,226 ",,"221,179",+122,"1,425",,158,4,"160,000,000","111,163","1,439,323,776 ",Asia,"6,318275,4169",0.2,,1.0
#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
1,China,"227,593",+167,"5,226 ",,"221,057",+86,"1,310",,158,4,"160,000,000","111,163","1,439,323,776 ",Asia,"6,324275,4169",0.1,,0.9
2,USA,"91,429,409","+58,177","1,049,274 ",+149,"86,752,569","+106,349","3,627,566","4,148",,,"1,060,886,881",, ,North America,,,,
3,India,"43,779,265","+11,731","525,760 ",,"43,098,090",+580,"155,415",698,"31,100",373,"869,425,632","617,630","1,407,680,653 ",Asia,"322,6772",8,,110
4,Brazil,"33,339,815","+38,697","675,551 ",+143,"31,640,771","+84,378","1,023,493","8,318","154,608","3,133","63,776,166","295,751","215,641,433 ",South America,63193,179,0.7,"4,746"
5,France,"33,034,311","+17,733","150,835 ",+174,"30,675,128","+147,163","2,208,348",869,"503,817","2,300","271,490,188","4,140,585","65,568,079 ",Europe,24350,270,3,"33,680"
6,Germany,"29,853,680","+160,691","142,635 ",+102,"27,786,700","+104,100","1,924,345","1,269","354,009","1,691","122,332,384","1,450,633","84,330,334 ",Europe,35911,"1,905",1,"22,819"
7,UK,"23,075,360",,"181,580 ",,"22,375,874","+19,939","517,906",146,"336,310","2,646","522,526,476","7,615,520","68,613,369 ",Europe,33780,,,"7,548"
8,Italy,"20,177,910","+31,204","170,037 ",+112,"18,553,478","+42,594","1,454,395",417,"334,733","2,821","232,999,370","3,865,250","60,280,538 ",Europe,33550,518,2,"24,127"
9,S. Korea,"18,788,056","+26,299","24,753 ",+11,"18,334,599","+9,571","428,704",81,"365,817",482,"15,804,065","307,717","51,359,166 ",Asia,"32,0753",512,0.2,"8,347"
10,Russia,"18,494,844","+4,548","381,916 ",+35,"17,911,340","+2,531","201,588","2,300","126,623","2,615","273,400,000","1,871,807","146,062,072 ",Europe,83821,31,0.2,"1,380"
11,Turkey,"15,297,539",,"99,088 ",,"15,096,774",,"101,677",975,"177,486","1,150","162,743,369","1,888,186","86,190,334 ",Asia,68701,,,"1,180"
12,Spain,"13,090,476",,"109,348 ",,"12,396,745",,"584,383",339,"279,761","2,337","471,036,328","10,066,662","46,791,709 ",Europe,44280,,,"12,489"
13,Vietnam,"10,761,435",+840,"43,091 ",,"9,818,357","+4,081","899,987",29,"108,564",435,"85,826,548","865,841","99,125,103 ",Asia,"92,3001",8,,"9,079"
14,Japan,"10,308,445","+103,602","31,594 ",+14,"9,547,252","+45,487","729,599",129,"82,017",251,"59,060,542","469,902","125,687,029 ",Asia,"123,9782",824,0.1,"5,805"
15,Argentina,"9,465,827",,"129,202 ",,"9,234,355","+3,668","102,270",393,"205,592","2,806","35,716,069","775,732","46,041,756 ",South America,53561,,,"2,221"
16,Australia,"8,812,682","+39,106","10,719 ",+30,"8,425,795",,"376,168",152,"337,606",411,"75,160,949","2,879,352","26,103,426 ",Australia/Oceania,"32,4350","1,498",1,"14,411"
17,Netherlands,"8,287,266","+3,238","22,432 ",+2,"8,103,658","+7,677","161,176",54,"481,476","1,303","21,107,399","1,226,305","17,212,194 ",Europe,27671,188,0.1,"9,364"
18,Iran,"7,284,165","+5,687","141,513 ",+14,"7,068,990",+653,"73,662",579,"84,517","1,642","52,690,831","611,362","86,186,017 ",Asia,126092,66,0.2,855
19,Mexico,"6,448,477","+8,861","326,504 ",+13,"5,507,077","+26,031","614,896","4,798","48,965","2,479","17,197,766","130,587","131,696,032 ",North America,204038,67,0.10,"4,669"
20,Colombia,"6,223,497",,"140,365 ",,"6,031,815",,"51,317",342,"119,707","2,700","35,781,769","688,254","51,989,211 ",South America,83701,,,987
21,Indonesia,"6,138,346","+3,393","156,859 ",+10,"5,952,981","+2,427","28,506","2,771","21,968",561,"102,193,503","365,730","279,423,671 ",Asia,"461,7813",12,0.04,102
22,Poland,"6,032,794",+319,"116,470 ",,"5,335,772",+1,"580,552",408,"159,758","3,084","36,557,292","968,095","37,762,086 ",Europe,63241,8,,"15,374"
23,Portugal,"5,294,315","+1,692","24,474 ",+13,"5,036,852","+16,353","232,989",61,"522,323","2,415","43,527,258","4,294,285","10,136,089 ",Europe,24140,167,1,"22,986"
24,Ukraine,"5,020,181",,"108,690 ",,"4,908,198",+149,"3,293",177,"116,213","2,516","19,521,252","451,900","43,198,137 ",Europe,93972,,,76
25,DPRK,"4,771,600",+310,74 ,,"4,770,820",+480,706,,"183,458",3,,,"26,009,240 ",Asia,"5351,476",12,,27
26,Malaysia,"4,626,061","+3,080","35,862 ",+7,"4,548,014","+3,399","42,185",57,"139,289","1,080","61,815,535","1,861,245","33,211,928 ",Asia,79261,93,0.2,"1,270"
27,Austria,"4,618,283","+8,449","18,934 ",+3,"4,477,310","+9,718","122,039",76,"506,879","2,078","192,298,733","21,105,718","9,111,215 ",Europe,24810,927,0.3,"13,394"
28,Thailand,"4,560,843","+1,814","31,016 ",+17,"4,507,095","+2,361","22,732","1,496","65,009",442,"17,270,775","246,173","70,157,184 ",Asia,"152,2624",26,0.2,324
29,Israel,"4,518,516","+5,461","11,181 ",+9,"4,443,356","+5,855","63,979",310,"484,507","1,199","41,373,364","4,436,346","9,326,000 ",Asia,28340,586,1.0,"6,860"
30,Belgium,"4,349,050",,"32,051 ",,"4,158,264","+2,375","158,735",74,"371,952","2,741","34,784,155","2,974,912","11,692,498 ",Europe,33650,,,"13,576"
31,Taiwan,"4,282,777","+18,003","8,224 ",+48,"3,677,983","+44,176","596,570",,"179,161",344,"22,048,589","922,354","23,904,688 ",Asia,"62,9071",753,2,"24,956"
32,Chile,"4,141,778","+4,626","59,126 ",+40,"3,823,339","+11,631","259,313",192,"212,935","3,040","41,414,656","2,129,187","19,450,921 ",South America,53290,238,2,"13,332"
33,Canada,"4,012,359","+4,896","43,583 ",+28,"3,695,850","+119,175","272,926",195,"104,442","1,134","62,586,673","1,629,133","38,417,170 ",North America,108811,127,0.7,"7,104"
34,South Africa,"4,000,631",+880,"101,922 ",+4,"3,892,034","+1,525","6,675",192,"65,763","1,675","25,887,017","425,535","60,834,082 ",Africa,155972,14,0.07,110
35,Czechia,"3,952,650",+260,"40,355 ",+1,"3,900,603","+1,865","11,692",14,"367,706","3,754","55,630,212","5,175,145","10,749,499 ",Europe,32660,24,0.09,"1,088"
36,Switzerland,"3,843,522",,"14,021 ",,"3,682,853","+3,527","146,648",54,"437,573","1,596","21,598,881","2,458,967","8,783,723 ",Europe,26260,,,"16,695"
37,Greece,"3,843,142",,"30,476 ",,"3,614,441",,"198,225",103,"372,424","2,953","86,634,526","8,395,422","10,319,258 ",Europe,33390,,,"19,209"
38,Peru,"3,761,445","+11,810","213,840 ",+15,"3,430,374","+4,082","117,231",182,"110,928","6,306","32,342,335","953,804","33,908,802 ",South America,91591,348,0.4,"3,457"
39,Philippines,"3,735,383","+2,285","60,641 ",,"3,654,218","+1,631","20,524",522,"33,187",539,"31,170,885","276,936","112,556,318 ",Asia,"301,8564",20,,182
40,Denmark,"3,044,171","+4,312","6,563 ",+12,"3,012,713","+3,215","24,895",14,"521,816","1,125","127,854,498","21,916,149","5,833,803 ",Europe,28890,739,2,"4,267"
41,Romania,"2,967,222","+3,288","65,815 ",+2,"2,853,648",,"47,759",115,"156,366","3,468","23,749,514","1,251,550","18,976,085 ",Europe,62881,173,0.1,"2,517"
42,Sweden,"2,528,166",,"19,170 ",,"2,494,449",+357,"14,547",16,"247,188","1,874","18,709,369","1,829,282","10,227,713 ",Europe,45341,,,"1,422"
43,Iraq,"2,409,641","+4,455","25,273 ",+3,"2,350,301","+4,682","34,067",25,"57,286",601,"18,949,265","450,490","42,063,663 ",Asia,"171,6642",106,0.07,810
44,Serbia,"2,059,982","+3,291","16,173 ",+4,"2,013,234","+3,347","30,575",13,"237,719","1,866","10,053,386","1,160,147","8,665,617 ",Europe,45361,380,0.5,"3,528"
45,Bangladesh,"1,997,412","+1,072","29,241 ",+7,"1,926,957","+1,997","41,214","1,228","11,887",174,"14,510,877","86,356","168,036,329 ",Asia,"845,74712",6,0.04,245
46,Hungary,"1,940,824",,"46,696 ",,"1,878,221",,"15,907",16,"201,952","4,859","11,394,556","1,185,656","9,610,335 ",Europe,52061,,,"1,655"
47,Slovakia,"1,806,246",+156,"20,172 ",,"1,777,292",+58,"8,782",26,"330,510","3,691","7,201,031","1,317,655","5,465,035 ",Europe,32711,29,,"1,607"
48,Jordan,"1,700,526",,"14,068 ",,"1,685,354",,"1,104",124,"163,359","1,351","16,894,012","1,622,902","10,409,754 ",Asia,67401,,,106
49,Georgia,"1,667,453",,"16,847 ",,"1,637,293",,"13,313",,"419,638","4,240","16,920,079","4,258,174","3,973,553 ",Asia,22360,,,"3,350"
50,Ireland,"1,628,745",,"7,537 ",,"1,572,304","+1,054","48,904",39,"322,505","1,492","12,480,436","2,471,227","5,050,300 ",Europe,36700,,,"9,683"
51,Singapore,"1,602,273","+6,227","1,457 ",+4,"1,505,241","+10,100","95,575",16,"269,553",245,"24,107,231","4,055,592","5,944,195 ",Asia,"44,0800","1,048",0.7,"16,079"
52,Pakistan,"1,546,744",+492,"30,445 ",+5,"1,505,635",,"10,664",169,"6,735",133,"29,297,676","127,580","229,641,780 ",Asia,"1487,5438",2,0.02,46
53,New Zealand,"1,508,728","+7,974","1,784 ",+21,"1,436,904","+8,675","70,040",,"301,619",357,"7,334,013","1,466,187","5,002,100 ",Australia/Oceania,"32,8041","1,594",4,"14,002"
54,Norway,"1,453,071",+316,"3,504 ",,"1,444,612",+231,"4,955",20,"263,825",636,"11,002,430","1,997,641","5,507,710 ",Europe,"41,5721",57,,900
55,Kazakhstan,"1,318,044","+1,477","13,664 ",,"1,295,042",+244,"9,338",24,"68,524",710,"11,575,012","601,772","19,234,864 ",Asia,"151,4082",77,,485
56,Hong Kong,"1,297,772","+3,436","9,440 ",+3,"1,209,738",+810,"78,594",4,"170,288","1,239","50,415,048","6,615,238","7,621,048 ",Asia,68070,451,0.4,"10,313"
57,Morocco,"1,251,766",+469,"16,189 ",+5,"1,222,236","+1,984","13,341",293,"33,113",428,"12,118,431","320,568","37,803,013 ",Africa,"302,3353",12,0.1,353
58,Bulgaria,"1,187,138","+2,292","37,301 ",+7,"1,136,975","+1,545","12,862",32,"173,512","5,452","10,186,273","1,488,824","6,841,824 ",Europe,61831,335,1,"1,880"
59,Finland,"1,171,034",,"5,012 ",,"1,120,330",,"45,692",21,"210,683",902,"11,129,795","2,002,383","5,558,274 ",Europe,"51,1090",,,"8,221"
60,Croatia,"1,168,191",+80,"16,158 ",+2,"1,143,556","+1,362","8,477",20,"288,182","3,986","4,998,397","1,233,058","4,053,658 ",Europe,32511,20,0.5,"2,091"
61,Lebanon,"1,142,644","+1,850","10,491 ",+2,"1,087,587",,"44,566",186,"168,952","1,551","4,795,578","709,077","6,763,129 ",Asia,66451,274,0.3,"6,590"
62,Cuba,"1,106,879",+81,"8,529 ",,"1,097,965",+50,385,23,"97,846",754,"13,997,964","1,237,387","11,312,518 ",North America,"101,3261",7,,34
63,Tunisia,"1,087,030",,"28,823 ",,N/A,N/A,N/A,29,"90,054","2,388","4,743,992","393,011","12,070,885 ",Africa,114193,,,"2,606"
64,Lithuania,"1,074,646",+53,"9,190 ",,"1,038,300",,"27,156",6,"406,310","3,475","10,029,476","3,792,014","2,644,894 ",Europe,22880,20,,"10,267"
65,Slovenia,"1,060,741",+493,"6,667 ",,"1,034,542",,"19,532",16,"510,089","3,206","2,694,049","1,295,514","2,079,521 ",Europe,23121,237,,"9,393"
66,Belarus,"994,037",,"7,118 ",,"985,592",,"1,327",,"105,267",754,"13,646,641","1,445,162","9,442,985 ",Europe,"91,3271",,,141
67,Guatemala,"985,245",+768,"18,839 ",+17,"893,334","+1,760","73,072",5,"52,994","1,013","5,152,424","277,137","18,591,610 ",North America,199874,41,0.9,"3,930"
68,Nepal,"981,794",+386,"11,954 ",+1,"968,064",+48,"1,776",,"32,503",396,"5,787,357","191,597","30,205,838 ",Asia,"312,5275",13,0.03,59
69,UAE,"974,802","+1,386","2,325 ",,"955,076","+1,382","17,401",,"96,190",229,"174,326,021","17,201,809","10,134,168 ",Asia,"104,3590",137,,"1,717"
70,Bolivia,"969,652","+1,440","21,982 ",+3,"905,056","+2,457","42,614",220,"80,819","1,832","2,705,422","225,492","11,997,838 ",South America,125464,120,0.3,"3,552"
71,Uruguay,"965,370",,"7,373 ",,"955,371",,"2,626",18,"275,955","2,108","6,114,822","1,747,949","3,498,283 ",South America,44741,,,751
72,Panama,"942,083",,"8,395 ",,"922,313",,"11,375",16,"211,546","1,885","6,695,106","1,503,395","4,453,324 ",North America,55301,,,"2,554"
73,Ecuador,"935,211",,"35,774 ",,"877,685","+2,272","21,752",759,"51,415","1,967","2,470,170","135,801","18,189,569 ",South America,195087,,,"1,196"
74,Mongolia,"930,677",,"2,179 ",,N/A,N/A,N/A,192,"274,862",644,"4,030,048","1,190,215","3,385,984 ",Asia,"41,5541",,,"181,703"
75,Costa Rica,"904,934",,"8,525 ",,"860,711",,"35,698",52,"174,394","1,643","4,659,757","898,006","5,189,006 ",North America,66091,,,"6,880"
76,Latvia,"846,530","+1,550","5,875 ",,"831,322",+923,"9,333",1,"459,148","3,187","7,368,092","3,996,364","1,843,699 ",Europe,23140,841,,"5,062"
77,Saudi Arabia,"804,570",+806,"9,233 ",+1,"788,371",+405,"6,966",145,"22,399",257,"43,704,864","1,216,732","35,919,876 ",Asia,"453,8901",22,0.03,194
78,Azerbaijan,"794,656",+564,"9,723 ",+1,"784,032",+579,901,,"76,960",942,"7,004,415","678,354","10,325,597 ",Asia,"131,0621",55,0.10,87
79,Paraguay,"688,820",,"19,083 ",,"647,415",,"22,322",6,"94,214","2,610","2,646,163","361,930","7,311,262 ",South America,113833,,,"3,053"
80,Sri Lanka,"664,510",+62,"16,528 ",,"647,457",+3,525,,"30,770",765,"6,486,117","300,334","21,596,370 ",Asia,"321,3073",3,,24
81,Bahrain,"650,625","+1,224","1,506 ",,"637,954","+1,200","11,165",14,"357,050",826,"10,121,898","5,554,698","1,822,223 ",Asia,"31,2100",672,,"6,127"
82,Kuwait,"648,216",,"2,556 ",,"641,752",,"3,908",6,"147,342",581,"8,242,720","1,873,598","4,399,408 ",Asia,"71,7211",,,888
83,Dominican Republic,"622,432",+496,"4,383 ",,"613,029",+350,"5,020",27,"56,228",396,"3,558,356","321,447","11,069,815 ",North America,"182,5263",45,,453
84,Myanmar,"613,838",+22,"19,434 ",,"592,744",+8,"1,660",,"11,130",352,"8,463,296","153,449","55,153,806 ",Asia,"902,8387",0.4,,30
85,Palestine,"592,699",,"5,360 ",,"582,977",,"4,362",17,"110,923","1,003","3,078,533","576,146","5,343,319 ",Asia,99972,,,816
86,Estonia,"585,143",,"2,608 ",,"523,576",,"58,959",6,"440,502","1,963","3,424,969","2,578,356","1,328,354 ",Europe,25090,,,"44,385"
87,Cyprus,"545,896",,"1,086 ",,"124,370",,"420,440",60,"445,525",886,"9,477,138","7,734,627","1,225,287 ",Asia,"21,1280",,,"343,136"
88,Venezuela,"530,402",,"5,748 ",,"521,043",,"3,611",36,"18,761",203,"3,359,014","118,812","28,271,662 ",South America,"534,9198",,,128
89,Moldova,"520,321",,"11,567 ",,"504,142",,"4,612",49,"129,599","2,881","3,216,305","801,103","4,014,846 ",Europe,83471,,,"1,149"
90,Egypt,"515,645",,"24,613 ",,"442,182",,"48,850",122,"4,852",232,"3,693,367","34,754","106,271,685 ",Africa,"2064,31829",,,460
91,Libya,"502,642",+353,"6,431 ",+1,"490,973",,"5,238",101,"71,177",911,"2,477,219","350,787","7,061,898 ",Africa,"141,0983",50,0.1,742
92,Ethiopia,"491,086",,"7,561 ",,"468,107",,"15,418",40,"4,066",63,"5,104,319","42,264","120,772,370 ",Africa,"24615,97324",,,128
93,Honduras,"432,139","+1,467","10,919 ",+7,"132,498",,"288,722",105,"42,259","1,068","1,420,311","138,893","10,225,957 ",North America,249377,143,0.7,"28,234"
94,Réunion,"429,237",,825 ,,"418,572",,"9,840",10,"472,548",908,"1,603,660","1,765,475","908,345 ",Africa,"21,1011",,,"10,833"
95,Armenia,"424,400",+629,"8,629 ",,"412,661",,"3,110",,"142,678","2,901","3,109,931","1,045,517","2,974,538 ",Asia,73451,211,,"1,046"
96,Qatar,"396,344","+1,293",680 ,,"388,069",+567,"7,595",6,"141,158",242,"3,705,011","1,319,540","2,807,805 ",Asia,"74,1291",461,,"2,705"
97,Oman,"391,641",,"4,260 ",,"384,669",,"2,712",2,"72,910",793,"25,000,000","4,654,151","5,371,549 ",Asia,"141,2610",,,505
98,Bosnia and Herzegovina,"381,150",+401,"15,819 ",+2,N/A,N/A,N/A,,"117,667","4,884","1,802,616","556,497","3,239,218 ",Europe,82052,124,0.6,"53,443"
99,Kenya,"336,798",+58,"5,668 ",,"329,901",+228,"1,229",2,"5,994",101,"3,797,731","67,590","56,187,389 ",Africa,"1679,91315",1,,22
100,Zambia,"327,994",,"4,009 ",,"322,419",,"1,566",4,"16,877",206,"3,589,883","184,720","19,434,171 ",Africa,"594,8485",,,81
101,Botswana,"324,841",,"2,760 ",,"321,024",,"1,057",1,"132,670","1,127","2,026,898","827,817","2,448,485 ",Africa,88871,,,432
102,North Macedonia,"319,037",+899,"9,339 ",,"306,979",+670,"2,719",,"153,148","4,483","2,082,678","999,749","2,083,200 ",Europe,72231,432,,"1,305"
103,Albania,"296,732",+427,"3,518 ",+1,"284,013",+789,"9,201",,"103,341","1,225","1,866,752","650,122","2,871,389 ",Europe,108162,149,0.3,"3,204"
104,Luxembourg,"274,524",,"1,102 ",,"259,768",,"13,654",,"424,465","1,704","4,349,750","6,725,520","646,753 ",Europe,25870,,,"21,112"
105,Algeria,"266,487",+42,"6,875 ",,"178,804",+19,"80,808",6,"5,861",151,"230,861","5,078","45,466,328 ",Africa,"1716,613197",0.9,,"1,777"
106,Nigeria,"259,007",,"3,144 ",,"250,485",,"5,378",11,"1,196",15,"5,349,305","24,701","216,561,537 ",Africa,"83668,88140",,,25
107,Zimbabwe,"256,083",,"5,566 ",,"249,862",,655,12,"16,733",364,"2,424,666","158,430","15,304,290 ",Africa,"602,7506",,,43
108,Montenegro,"247,609",+430,"2,732 ",+2,"240,795",+276,"4,082",6,"394,139","4,349","2,519,568","4,010,595","628,228 ",Europe,32300,684,3,"6,498"
109,Uzbekistan,"242,305",+69,"1,637 ",,"239,196",+53,"1,472",23,"7,032",48,"1,377,915","39,987","34,458,694 ",Asia,"14221,05025",2,,43
110,Mozambique,"229,077",+39,"2,215 ",,"226,438",+64,424,11,"6,933",67,"1,360,359","41,171","33,041,643 ",Africa,"14414,91724",1,,13
111,Laos,"210,546",+18,757 ,,N/A,N/A,N/A,,"28,107",101,"1,233,207","164,627","7,490,927 ",Asia,"369,8966",2,,"26,983"
112,Martinique,"207,969",,987 ,,104,,"206,878",8,"555,070","2,634","828,928","2,212,410","374,672 ",North America,23800,,,"552,158"
113,Kyrgyzstan,"201,329",,"2,991 ",,"196,406",,"1,932",131,"29,854",444,"1,907,195","282,808","6,743,771 ",Asia,"332,2554",,,286
114,Iceland,"199,611",,179 ,,N/A,N/A,N/A,1,"577,311",518,"1,979,580","5,725,301","345,760 ",Europe,"21,9320",,,"357,899"
115,Maldives,"183,908",+417,307 ,,"163,687",,"19,914",25,"328,428",548,"2,213,831","3,953,517","559,965 ",Asia,"31,8240",745,,"35,563"
116,Afghanistan,"183,687",+70,"7,733 ",+1,"165,726",+68,"10,228","1,124","4,511",190,"1,015,340","24,937","40,716,715 ",Asia,"2225,26540",2,0.02,251
117,Brunei ,"182,950",,225 ,,"164,116",,"18,609",,"410,180",504,"717,784","1,609,295","446,024 ",Asia,"21,9821",,,"41,722"
118,El Salvador,"180,970",,"4,177 ",+3,"165,895",,"10,898",8,"27,617",637,"2,368,512","361,442","6,552,958 ",North America,"361,5693",,0.5,"1,663"
119,Guadeloupe,"175,348",,958 ,,"2,250",,"172,140",19,"438,081","2,393","938,039","2,343,551","400,264 ",North America,24180,,,"430,066"
120,Namibia,"169,253",,"4,065 ",,"164,813",,375,,"64,238","1,543","1,062,663","403,322","2,634,773 ",Africa,166482,,,142
121,Trinidad and Tobago,"169,227",+47,"4,039 ",+1,"159,174",+133,"6,014",18,"120,127","2,867","783,472","556,154","1,408,731 ",North America,83492,33,0.7,"4,269"
122,Uganda,"168,776",+13,"3,627 ",,"100,420",,"64,729",5,"3,467",74,"2,982,670","61,261","48,687,606 ",Africa,"28813,42416",0.3,,"1,329"
